b'["time", "open", "high", "low", "close", "volume"]'
b'["2022-02-11 12:57:00", "133.55", "133.59", "133.545", "133.55", "4765"]'
b'["2022-02-11 12:56:00", "133.56", "133.58", "133.555", "133.56", "2536"]'
b'["2022-02-11 12:55:00", "133.61", "133.61", "133.53", "133.54", "5816"]'
b'["2022-02-11 12:54:00", "133.625", "133.63", "133.61", "133.61", "1493"]'
b'["2022-02-11 12:51:00", "133.71", "133.72", "133.69", "133.69", "1245"]'
b'["2022-02-11 12:50:00", "133.72", "133.76", "133.71", "133.728", "4866"]'
b'["2022-02-11 12:49:00", "133.67", "133.7127", "133.633", "133.7127", "3801"]'
b'["2022-02-11 12:46:00", "133.81", "133.8397", "133.75", "133.75", "4004"]'
b'["2022-02-11 12:44:00", "133.765", "133.78", "133.765", "133.7786", "1107"]'
b'["2022-02-11 12:43:00", "133.79", "133.81", "133.76", "133.78", "1507"]'
b'["2022-02-11 12:42:00", "133.79", "133.82", "133.79", "133.7999", "2281"]'
b'["2022-02-11 12:38:00", "133.88", "133.89", "133.86", "133.875", "1854"]'
b'["2022-02-11 12:37:00", "133.84", "133.89", "133.8399", "133.89", "2310"]'
b'["2022-02-11 12:36:00", "133.8401", "133.87", "133.82", "133.82", "1886"]'
b'["2022-02-11 12:32:00", "133.91", "133.92", "133.88", "133.89", "2322"]'
b'["2022-02-11 12:26:00", "133.84", "133.8558", "133.8309", "133.8529", "987"]'
b'["2022-02-11 12:25:00", "133.88", "133.91", "133.8501", "133.8501", "4337"]'
b'["2022-02-11 12:23:00", "133.885", "133.89", "133.875", "133.89", "1207"]'
b'["2022-02-11 12:22:00", "133.875", "133.92", "133.8521", "133.86", "4145"]'
b'["2022-02-11 12:15:00", "133.8913", "133.95", "133.88", "133.88", "4869"]'
b'["2022-02-11 12:12:00", "133.8", "133.82", "133.7818", "133.81", "1968"]'
b'["2022-02-11 12:06:00", "133.88", "133.89", "133.8482", "133.8482", "2480"]'
b'["2022-02-11 12:02:00", "133.82", "133.8499", "133.82", "133.84", "7296"]'
b'["2022-02-11 11:59:00", "133.9458", "133.97", "133.91", "133.94", "8092"]'
b'["2022-02-11 11:58:00", "133.93", "133.96", "133.92", "133.95", "8220"]'
b'["2022-02-11 11:57:00", "133.9276", "133.96", "133.88", "133.94", "7418"]'
b'["2022-02-11 11:54:00", "133.88", "133.95", "133.88", "133.94", "2481"]'
b'["2022-02-11 11:52:00", "133.8", "133.86", "133.78", "133.86", "2702"]'
b'["2022-02-11 11:51:00", "133.855", "133.855", "133.7904", "133.81", "2012"]'
b'["2022-02-11 11:50:00", "133.8336", "133.89", "133.8336", "133.85", "2842"]'
b'["2022-02-11 11:45:00", "133.73", "133.76", "133.7", "133.7537", "6150"]'
b'["2022-02-11 11:42:00", "133.76", "133.76", "133.72", "133.72", "2533"]'
b'["2022-02-11 11:41:00", "133.77", "133.79", "133.735", "133.7464", "4939"]'
b'["2022-02-11 11:40:00", "133.74", "133.77", "133.71", "133.7615", "4165"]'
b'["2022-02-11 11:39:00", "133.75", "133.78", "133.72", "133.75", "3995"]'
b'["2022-02-11 11:38:00", "133.78", "133.78", "133.72", "133.76", "3377"]'
b'["2022-02-11 11:37:00", "133.81", "133.81", "133.74", "133.775", "6569"]'
b'["2022-02-11 11:35:00", "133.93", "133.93", "133.811", "133.84", "4567"]'
b'["2022-02-11 11:34:00", "134.02", "134.02", "133.94", "133.94", "3994"]'
b'["2022-02-11 11:33:00", "134.08", "134.08", "134.03", "134.035", "2599"]'
b'["2022-02-11 11:32:00", "134.09", "134.1", "134.02", "134.09", "3624"]'
b'["2022-02-11 11:28:00", "133.98", "134.06", "133.9604", "134.0594", "5834"]'
b'["2022-02-11 11:27:00", "134.18", "134.18", "134.01", "134.02", "3575"]'
b'["2022-02-11 11:26:00", "134.14", "134.19", "134.14", "134.19", "3973"]'
b'["2022-02-11 11:25:00", "134.11", "134.17", "134.095", "134.15", "3915"]'
b'["2022-02-11 11:24:00", "134.12", "134.165", "134.1", "134.14", "7232"]'
b'["2022-02-11 11:18:00", "134.02", "134.02", "133.89", "133.92", "8545"]'
b'["2022-02-11 11:15:00", "134.13", "134.22", "134.13", "134.22", "3920"]'
b'["2022-02-11 11:14:00", "134.1", "134.15", "134.1", "134.1218", "1671"]'
b'["2022-02-11 11:13:00", "134.06", "134.16", "134.04", "134.16", "2419"]'
b'["2022-02-11 11:09:00", "134.29", "134.3", "134.22", "134.22", "4227"]'
b'["2022-02-11 11:07:00", "134.39", "134.418", "134.34", "134.34", "3779"]'
b'["2022-02-11 11:01:00", "134.33", "134.37", "134.31", "134.33", "9781"]'
b'["2022-02-11 11:00:00", "134.33", "134.38", "134.2611", "134.32", "9165"]'
b'["2022-02-11 10:59:00", "134.335", "134.43", "134.3254", "134.33", "15556"]'
b'["2022-02-11 10:58:00", "134.3386", "134.3578", "134.32", "134.3364", "3639"]'
b'["2022-02-11 10:53:00", "134.36", "134.3753", "134.328", "134.328", "4021"]'
b'["2022-02-11 10:52:00", "134.43", "134.43", "134.3015", "134.33", "7123"]'
b'["2022-02-11 10:50:00", "134.31", "134.32", "134.2799", "134.296", "4994"]'
b'["2022-02-11 10:42:00", "134.28", "134.32", "134.27", "134.32", "3743"]'
b'["2022-02-11 10:41:00", "134.27", "134.33", "134.24", "134.25", "5981"]'
b'["2022-02-11 10:40:00", "134.13", "134.22", "134.13", "134.22", "6029"]'
b'["2022-02-11 10:39:00", "134.19", "134.19", "134.125", "134.15", "2663"]'
b'["2022-02-11 10:38:00", "134.14", "134.17", "134.132", "134.17", "3602"]'
b'["2022-02-11 10:37:00", "134.07", "134.13", "134.02", "134.13", "9782"]'
b'["2022-02-11 10:33:00", "134.3", "134.32", "134.19", "134.2199", "6945"]'
b'["2022-02-11 10:30:00", "134.4", "134.4", "134.305", "134.32", "7658"]'
b'["2022-02-11 10:28:00", "134.41", "134.415", "134.31", "134.31", "5594"]'
b'["2022-02-11 10:26:00", "134.39", "134.44", "134.36", "134.43", "3965"]'
b'["2022-02-11 10:25:00", "134.37", "134.39", "134.32", "134.39", "4202"]'
b'["2022-02-11 10:20:00", "134.31", "134.46", "134.31", "134.44", "4952"]'
b'["2022-02-11 10:18:00", "134.48", "134.52", "134.38", "134.38", "14503"]'
b'["2022-02-11 10:14:00", "134.4388", "134.4775", "134.43", "134.45", "2256"]'
b'["2022-02-11 10:10:00", "134.32", "134.41", "134.28", "134.41", "19459"]'
b'["2022-02-11 10:09:00", "134.33", "134.355", "134.3299", "134.3299", "3289"]'
b'["2022-02-11 10:07:00", "134.41", "134.49", "134.39", "134.39", "2463"]'
b'["2022-02-11 10:06:00", "134.33", "134.4141", "134.28", "134.4", "8030"]'
b'["2022-02-11 10:02:00", "134.42", "134.51", "134.3108", "134.3234", "5375"]'
b'["2022-02-11 10:01:00", "134.43", "134.47", "134.31", "134.435", "7914"]'
b'["2022-02-11 10:00:00", "134.29", "134.43", "134.29", "134.41", "7906"]'
b'["2022-02-11 09:58:00", "134.36", "134.42", "134.335", "134.335", "3907"]'
b'["2022-02-11 09:57:00", "134.64", "134.64", "134.38", "134.38", "5821"]'
b'["2022-02-11 09:56:00", "134.62", "134.65", "134.58", "134.64", "4277"]'
b'["2022-02-11 09:54:00", "134.56", "134.7099", "134.51", "134.585", "17688"]'
b'["2022-02-11 09:51:00", "134.4", "134.4", "134.22", "134.34", "8323"]'
b'["2022-02-11 09:47:00", "134.33", "134.38", "134.2635", "134.34", "7219"]'
b'["2022-02-11 09:46:00", "134.1", "134.3493", "134.1", "134.2642", "14831"]'
b'["2022-02-11 09:42:00", "133.77", "134.13", "133.75", "134.13", "13497"]'
b'["2022-02-11 09:41:00", "133.6634", "133.77", "133.58", "133.77", "10308"]'
b'["2022-02-11 09:40:00", "133.5889", "133.64", "133.48", "133.57", "7228"]'
b'["2022-02-11 09:39:00", "133.78", "133.81", "133.52", "133.52", "9226"]'
b'["2022-02-11 09:38:00", "133.565", "133.79", "133.56", "133.74", "23061"]'
b'["2022-02-11 09:37:00", "133.41", "133.71", "133.41", "133.57", "20190"]'
b'["2022-02-11 09:35:00", "133.3827", "133.52", "133.29", "133.29", "9385"]'
b'["2022-02-11 09:32:00", "133.7", "134.14", "133.6289", "133.7595", "15314"]'
b'["2022-02-11 09:31:00", "133.9", "133.98", "133.61", "133.76", "85141"]'
b'["2022-02-11 09:26:00", "133.76", "133.76", "133.58", "133.58", "209"]'
b'["2022-02-11 09:00:00", "133.64", "133.64", "133.64", "133.64", "459"]'
b'["2022-02-11 08:38:00", "133.52", "133.52", "133.52", "133.52", "138211"]'
b'["2022-02-11 07:33:00", "133.29", "133.29", "133.29", "133.29", "245"]'
b'["2022-02-11 07:20:00", "133.3", "133.3", "133.3", "133.3", "210"]'
b'["2022-02-10 20:00:00", "133.06", "133.06", "133.06", "133.06", "1036"]'
b'["2022-02-10 19:28:00", "133.15", "133.15", "133.15", "133.15", "339"]'
b'["2022-02-10 18:30:00", "133.59", "133.59", "133.56", "133.56", "1095"]'
b'["2022-02-10 18:20:00", "133.59", "133.59", "133.59", "133.59", "440"]'
b'["2022-02-10 18:00:00", "133.51", "133.51", "133.51", "133.51", "1152"]'
b'["2022-02-10 16:26:00", "133.52", "133.52", "133.25", "133.25", "19594"]'
b'["2022-02-10 16:06:00", "133.94", "133.94", "133.94", "133.94", "153"]'
b'["2022-02-10 16:02:00", "133.52", "133.52", "133.52", "133.52", "100"]'
b'["2022-02-10 16:00:00", "133.73", "133.73", "133.44", "133.54", "135981"]'
b'["2022-02-10 15:56:00", "133.6", "133.86", "133.6", "133.81", "58918"]'
b'["2022-02-10 15:55:00", "133.59", "133.68", "133.55", "133.575", "28990"]'
b'["2022-02-10 15:54:00", "133.61", "133.669", "133.575", "133.58", "19478"]'
b'["2022-02-10 15:53:00", "133.68", "133.76", "133.61", "133.62", "50387"]'
b'["2022-02-10 15:52:00", "133.6", "133.6922", "133.55", "133.67", "35218"]'
b'["2022-02-10 15:50:00", "133.44", "133.54", "133.41", "133.52", "18425"]'
b'["2022-02-10 15:47:00", "133.56", "133.58", "133.49", "133.49", "22857"]'
b'["2022-02-10 15:43:00", "133.53", "133.55", "133.47", "133.49", "22874"]'
b'["2022-02-10 15:42:00", "133.66", "133.685", "133.52", "133.54", "13526"]'
b'["2022-02-10 15:41:00", "133.63", "133.685", "133.58", "133.6364", "15374"]'
b'["2022-02-10 15:37:00", "133.77", "133.8", "133.69", "133.7244", "35208"]'
b'["2022-02-10 15:35:00", "133.8592", "133.88", "133.78", "133.79", "11759"]'
b'["2022-02-10 15:32:00", "133.82", "133.98", "133.82", "133.91", "18703"]'
b'["2022-02-10 15:29:00", "134.12", "134.13", "134.03", "134.05", "10953"]'
b'["2022-02-10 15:27:00", "134.0696", "134.09", "133.94", "133.955", "11462"]'
b'["2022-02-10 15:26:00", "133.96", "134.08", "133.9495", "134.04", "12862"]'
b'["2022-02-10 15:25:00", "133.78", "133.95", "133.77", "133.94", "10618"]'
b'["2022-02-10 15:23:00", "133.65", "133.76", "133.614", "133.76", "17544"]'
b'["2022-02-10 15:21:00", "133.68", "133.79", "133.67", "133.69", "17482"]'
b'["2022-02-10 15:17:00", "133.6", "133.74", "133.6", "133.74", "10123"]'
b'["2022-02-10 15:15:00", "133.615", "133.615", "133.55", "133.58", "11984"]'
b'["2022-02-10 15:09:00", "133.39", "133.46", "133.38", "133.38", "11556"]'
b'["2022-02-10 15:08:00", "133.45", "133.48", "133.4", "133.4129", "8491"]'
b'["2022-02-10 15:07:00", "133.3747", "133.46", "133.33", "133.44", "7379"]'
b'["2022-02-10 15:06:00", "133.33", "133.37", "133.33", "133.36", "7491"]'
b'["2022-02-10 15:04:00", "133.23", "133.32", "133.23", "133.29", "7576"]'
b'["2022-02-10 15:02:00", "133.32", "133.33", "133.22", "133.22", "8932"]'
b'["2022-02-10 15:01:00", "133.32", "133.33", "133.28", "133.3", "8889"]'
b'["2022-02-10 15:00:00", "133.23", "133.3", "133.19", "133.3", "6890"]'
b'["2022-02-10 14:55:00", "133.29", "133.29", "133.23", "133.23", "8572"]'
b'["2022-02-10 14:54:00", "133.39", "133.39", "133.28", "133.28", "10149"]'
b'["2022-02-10 14:52:00", "133.38", "133.41", "133.33", "133.37", "8106"]'
b'["2022-02-10 14:51:00", "133.43", "133.47", "133.37", "133.39", "11356"]'
b'["2022-02-10 14:50:00", "133.55", "133.56", "133.3515", "133.384", "18943"]'
b'["2022-02-10 14:45:00", "133.6", "133.61", "133.53", "133.535", "8576"]'
b'["2022-02-10 14:43:00", "133.58", "133.61", "133.565", "133.6", "14591"]'
b'["2022-02-10 14:42:00", "133.64", "133.74", "133.6299", "133.63", "14400"]'
b'["2022-02-10 14:41:00", "133.61", "133.635", "133.58", "133.62", "7379"]'
b'["2022-02-10 14:40:00", "133.63", "133.64", "133.53", "133.585", "7583"]'
b'["2022-02-10 14:37:00", "133.62", "133.76", "133.61", "133.76", "5874"]'
b'["2022-02-10 14:34:00", "133.71", "133.71", "133.64", "133.67", "10276"]'
b'["2022-02-10 14:33:00", "133.68", "133.73", "133.66", "133.7", "5411"]'
b'["2022-02-10 14:31:00", "133.735", "133.79", "133.67", "133.67", "10323"]'
b'["2022-02-10 14:30:00", "133.77", "133.77", "133.71", "133.73", "3029"]'
b'["2022-02-10 14:29:00", "133.85", "133.85", "133.75", "133.79", "6016"]'
b'["2022-02-10 14:28:00", "133.87", "133.8791", "133.78", "133.865", "9651"]'
b'["2022-02-10 14:25:00", "133.69", "133.73", "133.68", "133.7101", "5324"]'
b'["2022-02-10 14:23:00", "133.69", "133.71", "133.58", "133.6316", "15158"]'
b'["2022-02-10 14:22:00", "133.69", "133.69", "133.6195", "133.676", "7913"]'
b'["2022-02-10 14:19:00", "133.7566", "133.78", "133.72", "133.72", "4627"]'
b'["2022-02-10 14:17:00", "133.75", "133.81", "133.7", "133.7", "24102"]'
b'["2022-02-10 14:14:00", "133.94", "133.99", "133.94", "133.955", "3680"]'
b'["2022-02-10 14:10:00", "134.09", "134.09", "134.01", "134.065", "5936"]'
b'["2022-02-10 14:08:00", "134.21", "134.27", "134.14", "134.1799", "5823"]'
b'["2022-02-10 14:06:00", "134.31", "134.32", "134.14", "134.17", "88997"]'
b'["2022-02-10 14:02:00", "134.2288", "134.2288", "134.17", "134.1803", "11788"]'
b'["2022-02-10 14:00:00", "133.94", "134.13", "133.9", "134.08", "5156"]'
b'["2022-02-10 13:59:00", "133.92", "133.95", "133.88", "133.8866", "9872"]'
b'["2022-02-10 13:52:00", "133.95", "133.9618", "133.925", "133.9274", "4659"]'
b'["2022-02-10 13:47:00", "134.15", "134.19", "134.13", "134.175", "5178"]'
b'["2022-02-10 13:45:00", "134.3", "134.31", "134.26", "134.3", "5526"]'
b'["2022-02-10 13:43:00", "134.23", "134.27", "134.18", "134.27", "8132"]'
b'["2022-02-10 13:42:00", "134.3393", "134.34", "134.22", "134.22", "9733"]'
b'["2022-02-10 13:41:00", "134.285", "134.335", "134.22", "134.32", "7910"]'
b'["2022-02-10 13:37:00", "134.16", "134.2", "134.12", "134.1499", "8483"]'
b'["2022-02-10 13:36:00", "134.17", "134.17", "134.0742", "134.115", "4920"]'
b'["2022-02-10 13:34:00", "134.14", "134.27", "134.14", "134.19", "12075"]'
b'["2022-02-10 13:33:00", "134.24", "134.24", "134.09", "134.15", "17624"]'
b'["2022-02-10 13:30:00", "134.37", "134.38", "134.18", "134.22", "30146"]'
b'["2022-02-10 13:29:00", "134.54", "134.54", "134.3", "134.36", "48582"]'
b'["2022-02-10 13:26:00", "134.83", "134.84", "134.4", "134.79", "191756"]'
b'["2022-02-10 13:25:00", "134.77", "134.835", "134.75", "134.82", "9384"]'
b'["2022-02-10 13:24:00", "134.78", "134.81", "134.71", "134.755", "8013"]'
b'["2022-02-10 13:20:00", "134.715", "134.75", "134.675", "134.715", "4519"]'
b'["2022-02-10 13:19:00", "134.7203", "134.731", "134.67", "134.69", "5273"]'
b'["2022-02-10 13:17:00", "134.8901", "134.94", "134.81", "134.83", "9933"]'
b'["2022-02-10 13:16:00", "134.97", "134.99", "134.9", "134.9", "14143"]'
b'["2022-02-10 13:14:00", "134.83", "134.95", "134.83", "134.95", "15119"]'
b'["2022-02-10 13:13:00", "134.84", "134.88", "134.83", "134.87", "5938"]'
b'["2022-02-10 13:11:00", "134.65", "134.84", "134.65", "134.82", "5934"]'
b'["2022-02-10 13:09:00", "134.63", "134.64", "134.565", "134.61", "4751"]'
b'["2022-02-10 13:08:00", "134.65", "134.6772", "134.59", "134.61", "9599"]'
b'["2022-02-10 13:05:00", "134.44", "134.49", "134.44", "134.47", "4585"]'
b'["2022-02-10 13:04:00", "134.49", "134.49", "134.45", "134.46", "3453"]'
b'["2022-02-10 13:02:00", "134.49", "134.5975", "134.4874", "134.52", "8191"]'
b'["2022-02-10 13:01:00", "134.48", "134.51", "134.47", "134.47", "4002"]'
b'["2022-02-10 12:59:00", "134.56", "134.6", "134.5264", "134.5882", "5043"]'
b'["2022-02-10 12:56:00", "134.49", "134.5", "134.435", "134.45", "8083"]'
b'["2022-02-10 12:53:00", "134.56", "134.57", "134.4605", "134.545", "8170"]'
b'["2022-02-10 12:52:00", "134.56", "134.56", "134.51", "134.55", "5018"]'
b'["2022-02-10 12:51:00", "134.5999", "134.62", "134.5", "134.58", "15364"]'
b'["2022-02-10 12:50:00", "134.41", "134.67", "134.41", "134.6", "11822"]'
b'["2022-02-10 12:48:00", "134.61", "134.63", "134.47", "134.47", "15728"]'
b'["2022-02-10 12:47:00", "134.7551", "134.815", "134.6", "134.6038", "24486"]'
b'["2022-02-10 12:46:00", "135.17", "135.17", "134.74", "134.78", "48928"]'
b'["2022-02-10 12:44:00", "135.19", "135.1978", "135.14", "135.15", "3324"]'
b'["2022-02-10 12:41:00", "135.145", "135.2467", "135.135", "135.235", "5569"]'
b'["2022-02-10 12:39:00", "135.13", "135.15", "135.1281", "135.136", "2045"]'
b'["2022-02-10 12:38:00", "135.16", "135.18", "135.15", "135.15", "2211"]'
b'["2022-02-10 12:33:00", "135.2", "135.25", "135.18", "135.22", "2928"]'
b'["2022-02-10 12:32:00", "135.23", "135.23", "135.205", "135.215", "2804"]'
b'["2022-02-10 12:29:00", "135.111", "135.12", "135.08", "135.12", "6940"]'
b'["2022-02-10 12:28:00", "135.12", "135.14", "135.1", "135.1176", "19712"]'
b'["2022-02-10 12:27:00", "135.22", "135.22", "135.09", "135.11", "13905"]'
b'["2022-02-10 12:26:00", "135.235", "135.25", "135.19", "135.2122", "5627"]'
b'["2022-02-10 12:24:00", "135.44", "135.44", "135.2", "135.25", "42224"]'
b'["2022-02-10 12:21:00", "135.4541", "135.49", "135.43", "135.47", "5101"]'
b'["2022-02-10 12:20:00", "135.52", "135.53", "135.435", "135.435", "5042"]'
b'["2022-02-10 12:17:00", "135.5736", "135.5736", "135.44", "135.44", "7349"]'
b'["2022-02-10 12:15:00", "135.57", "135.57", "135.5", "135.5", "3314"]'
b'["2022-02-10 12:12:00", "135.65", "135.69", "135.65", "135.66", "5339"]'
b'["2022-02-10 12:10:00", "135.715", "135.715", "135.64", "135.6602", "3162"]'
b'["2022-02-10 12:09:00", "135.67", "135.72", "135.655", "135.7031", "4495"]'
b'["2022-02-10 12:08:00", "135.58", "135.6586", "135.58", "135.64", "2915"]'
b'["2022-02-10 12:06:00", "135.56", "135.64", "135.53", "135.57", "8730"]'
b'["2022-02-10 12:05:00", "135.5499", "135.58", "135.53", "135.56", "6199"]'
b'["2022-02-10 12:04:00", "135.53", "135.55", "135.48", "135.54", "3400"]'
b'["2022-02-10 12:03:00", "135.57", "135.61", "135.53", "135.53", "5275"]'
b'["2022-02-10 12:02:00", "135.544", "135.58", "135.52", "135.58", "40497"]'
b'["2022-02-10 12:01:00", "135.5", "135.5437", "135.45", "135.5437", "3564"]'
b'["2022-02-10 12:00:00", "135.5882", "135.6", "135.5", "135.515", "6471"]'
b'["2022-02-10 11:59:00", "135.54", "135.585", "135.54", "135.57", "3352"]'
b'["2022-02-10 11:57:00", "135.7", "135.72", "135.58", "135.58", "9123"]'
b'["2022-02-10 11:55:00", "135.64", "135.678", "135.6038", "135.6636", "6651"]'
b'["2022-02-10 11:52:00", "135.77", "135.81", "135.71", "135.71", "9151"]'
b'["2022-02-10 11:51:00", "135.9491", "135.97", "135.81", "135.81", "6811"]'
b'["2022-02-10 11:50:00", "135.85", "136.01", "135.815", "135.96", "27719"]'
b'["2022-02-10 11:48:00", "135.84", "135.87", "135.77", "135.86", "8555"]'
b'["2022-02-10 11:44:00", "135.85", "135.93", "135.845", "135.845", "5287"]'
b'["2022-02-10 11:42:00", "135.74", "135.8", "135.74", "135.79", "60524"]'
b'["2022-02-10 11:40:00", "135.74", "135.74", "135.66", "135.68", "3608"]'
b'["2022-02-10 11:39:00", "135.8499", "135.87", "135.72", "135.72", "6596"]'
b'["2022-02-10 11:35:00", "135.755", "135.79", "135.71", "135.745", "11434"]'
b'["2022-02-10 11:33:00", "135.76", "135.845", "135.76", "135.82", "5758"]'
b'["2022-02-10 11:32:00", "135.77", "135.83", "135.77", "135.79", "6798"]'
b'["2022-02-10 11:31:00", "135.7", "135.76", "135.68", "135.73", "5780"]'
b'["2022-02-10 11:29:00", "135.64", "135.665", "135.59", "135.665", "5956"]'
b'["2022-02-10 11:28:00", "135.62", "135.66", "135.62", "135.65", "2944"]'
b'["2022-02-10 11:26:00", "135.54", "135.56", "135.51", "135.56", "7292"]'
b'["2022-02-10 11:25:00", "135.56", "135.5894", "135.52", "135.565", "5589"]'
b'["2022-02-10 11:23:00", "135.4109", "135.48", "135.41", "135.472", "10033"]'
b'["2022-02-10 11:22:00", "135.52", "135.53", "135.422", "135.43", "6765"]'
b'["2022-02-10 11:19:00", "135.69", "135.69", "135.6", "135.6", "3794"]'
b'["2022-02-10 11:18:00", "135.74", "135.7685", "135.6815", "135.685", "5146"]'
b'["2022-02-10 11:16:00", "135.745", "135.77", "135.68", "135.75", "8636"]'
b'["2022-02-10 11:14:00", "135.555", "135.76", "135.555", "135.69", "21798"]'
b'["2022-02-10 11:13:00", "135.55", "135.61", "135.51", "135.57", "14973"]'
b'["2022-02-10 11:12:00", "135.65", "135.66", "135.525", "135.54", "6057"]'
b'["2022-02-10 11:10:00", "135.77", "135.78", "135.71", "135.72", "2234"]'
b'["2022-02-10 11:08:00", "135.955", "135.98", "135.83", "135.86", "4970"]'
b'["2022-02-10 11:02:00", "135.87", "135.99", "135.87", "135.99", "4816"]'
b'["2022-02-10 11:00:00", "135.955", "136.02", "135.9395", "136.0", "9809"]'
b'["2022-02-10 10:56:00", "136.0", "136.01", "135.901", "135.98", "8016"]'
b'["2022-02-10 10:55:00", "136.141", "136.15", "136.001", "136.03", "12684"]'
b'["2022-02-10 10:53:00", "136.19", "136.19", "136.07", "136.09", "11220"]'
b'["2022-02-10 10:51:00", "136.34", "136.3717", "136.23", "136.28", "9494"]'
b'["2022-02-10 10:50:00", "136.375", "136.4", "136.32", "136.36", "5431"]'
b'["2022-02-10 10:49:00", "136.28", "136.3511", "136.28", "136.35", "3317"]'
b'["2022-02-10 10:48:00", "136.27", "136.31", "136.26", "136.3", "5808"]'
